"","observation_date","common_name","observation_count"
"618",2022-05-06,"Black-and-white Warbler",1
"619",2022-05-06,"Black-throated Blue Warbler",2
"620",2022-05-06,"Black-throated Green Warbler",1
"621",2022-05-06,"Blackburnian Warbler",1
"622",2022-05-06,"Blackpoll Warbler",7
"623",2022-05-06,"Blue Grosbeak",5
"624",2022-05-06,"Blue Jay",26
"625",2022-05-06,"Blue-gray Gnatcatcher",8
"626",2022-05-06,"Bobolink",26
"627",2022-05-06,"Brown Thrasher",18
"628",2022-05-06,"Brown-headed Cowbird",12
"629",2022-05-06,"Brown-headed Nuthatch",10
"630",2022-05-06,"Canada Goose",91
"631",2022-05-06,"Canada Warbler",1
"632",2022-05-06,"Cape May Warbler",2
"633",2022-05-06,"Carolina Chickadee",35
"634",2022-05-06,"Carolina Wren",37
"635",2022-05-06,"Cedar Waxwing",66
"636",2022-05-06,"Chestnut-sided Warbler",4
"637",2022-05-06,"Chimney Swift",17
"638",2022-05-06,"Chipping Sparrow",10
"639",2022-05-06,"Cliff Swallow",19
"640",2022-05-06,"Common Grackle",35
"641",2022-05-06,"Common Yellowthroat",3
"642",2022-05-06,"Cooper's Hawk",2
"643",2022-05-06,"Dickcissel",13
"644",2022-05-06,"Double-crested Cormorant",35
"645",2022-05-06,"Downy Woodpecker",16
"646",2022-05-06,"Eastern Bluebird",28
"647",2022-05-06,"Eastern Kingbird",30
"648",2022-05-06,"Eastern Meadowlark",48
"649",2022-05-06,"Eastern Phoebe",4
"650",2022-05-06,"Eastern Towhee",38
"651",2022-05-06,"Eastern Wood-Pewee",2
"652",2022-05-06,"European Starling",20
"653",2022-05-06,"Field Sparrow",22
"654",2022-05-06,"Fish Crow",1
"655",2022-05-06,"Gray Catbird",9
"656",2022-05-06,"Great Blue Heron",10
"657",2022-05-06,"Great Crested Flycatcher",8
"658",2022-05-06,"Green Heron",1
"659",2022-05-06,"Hairy Woodpecker",1
"660",2022-05-06,"Hooded Warbler",1
"661",2022-05-06,"House Finch",79
"662",2022-05-06,"House Sparrow",1
"663",2022-05-06,"House Wren",3
"664",2022-05-06,"Indigo Bunting",10
"665",2022-05-06,"Killdeer",5
"666",2022-05-06,"Magnolia Warbler",1
"667",2022-05-06,"Mallard",29
"668",2022-05-06,"Mourning Dove",46
"669",2022-05-06,"Northern Cardinal",96
"670",2022-05-06,"Northern Flicker",2
"671",2022-05-06,"Northern Mockingbird",38
"672",2022-05-06,"Northern Parula",5
"673",2022-05-06,"Northern Rough-winged Swallow",16
"674",2022-05-06,"Northern Waterthrush",1
"675",2022-05-06,"Orchard Oriole",4
"676",2022-05-06,"Osprey",8
"677",2022-05-06,"Ovenbird",2
"678",2022-05-06,"Palm Warbler",2
"679",2022-05-06,"Philadelphia Vireo",1
"680",2022-05-06,"Pine Warbler",5
"681",2022-05-06,"Prothonotary Warbler",7
"682",2022-05-06,"Purple Martin",1
"683",2022-05-06,"Red-bellied Woodpecker",25
"684",2022-05-06,"Red-eyed Vireo",23
"685",2022-05-06,"Red-tailed Hawk",6
"686",2022-05-06,"Red-winged Blackbird",126
"687",2022-05-06,"Rock Pigeon",7
"688",2022-05-06,"Rose-breasted Grosbeak",9
"689",2022-05-06,"Ruby-throated Hummingbird",7
"690",2022-05-06,"Savannah Sparrow",18
"691",2022-05-06,"Scarlet Tanager",9
"692",2022-05-06,"Solitary Sandpiper",3
"693",2022-05-06,"Song Sparrow",30
"694",2022-05-06,"Spotted Sandpiper",4
"695",2022-05-06,"Summer Tanager",3
"696",2022-05-06,"Swainson's Thrush",12
"697",2022-05-06,"Tennessee Warbler",2
"698",2022-05-06,"Tree Swallow",51
"699",2022-05-06,"Tufted Titmouse",33
"700",2022-05-06,"Turkey Vulture",9
"701",2022-05-06,"Veery",1
"702",2022-05-06,"Warbling Vireo",1
"703",2022-05-06,"White-breasted Nuthatch",9
"704",2022-05-06,"White-crowned Sparrow",1
"705",2022-05-06,"White-eyed Vireo",2
"706",2022-05-06,"White-throated Sparrow",1
"707",2022-05-06,"Wild Turkey",1
"708",2022-05-06,"Wood Duck",5
"709",2022-05-06,"Wood Thrush",7
"710",2022-05-06,"Yellow Warbler",1
"711",2022-05-06,"Yellow-billed Cuckoo",2
"712",2022-05-06,"Yellow-breasted Chat",3
"713",2022-05-06,"Yellow-rumped Warbler",3
"714",2022-05-06,"Yellow-throated Vireo",1
"715",2022-05-07,"American Crow",37
"716",2022-05-07,"American Goldfinch",15
"717",2022-05-07,"American Redstart",24
"718",2022-05-07,"American Robin",105
"719",2022-05-07,"Bald Eagle",1
"720",2022-05-07,"Baltimore Oriole",3
"721",2022-05-07,"Barn Swallow",79
"722",2022-05-07,"Barred Owl",1
"723",2022-05-07,"Bay-breasted Warbler",14
"724",2022-05-07,"Belted Kingfisher",2
"725",2022-05-07,"Black Vulture",8
"726",2022-05-07,"Black-and-white Warbler",8
"727",2022-05-07,"Black-throated Blue Warbler",7
"728",2022-05-07,"Black-throated Green Warbler",9
"729",2022-05-07,"Blackburnian Warbler",2
"730",2022-05-07,"Blackpoll Warbler",14
"731",2022-05-07,"Blue Grosbeak",5
"732",2022-05-07,"Blue Jay",60
"733",2022-05-07,"Blue-gray Gnatcatcher",21
"734",2022-05-07,"Blue-headed Vireo",5
"735",2022-05-07,"Bobolink",77
"736",2022-05-07,"Broad-winged Hawk",2
"737",2022-05-07,"Brown Thrasher",30
"738",2022-05-07,"Brown-headed Cowbird",24
"739",2022-05-07,"Canada Goose",89
"740",2022-05-07,"Cape May Warbler",24
"741",2022-05-07,"Carolina Chickadee",49
"742",2022-05-07,"Carolina Wren",40
"743",2022-05-07,"Cedar Waxwing",113
"744",2022-05-07,"Cerulean Warbler",5
"745",2022-05-07,"Chestnut-sided Warbler",10
"746",2022-05-07,"Chimney Swift",67
"747",2022-05-07,"Chipping Sparrow",2
"748",2022-05-07,"Cliff Swallow",137
"749",2022-05-07,"Common Grackle",45
"750",2022-05-07,"Common Nighthawk",1
"751",2022-05-07,"Common Yellowthroat",10
"752",2022-05-07,"Cooper's Hawk",2
"753",2022-05-07,"Dickcissel",7
"754",2022-05-07,"Double-crested Cormorant",4
"755",2022-05-07,"Downy Woodpecker",21
"756",2022-05-07,"Eastern Bluebird",21
"757",2022-05-07,"Eastern Kingbird",28
"758",2022-05-07,"Eastern Meadowlark",39
"759",2022-05-07,"Eastern Phoebe",3
"760",2022-05-07,"Eastern Towhee",53
"761",2022-05-07,"Eastern Wood-Pewee",16
"762",2022-05-07,"European Starling",44
"763",2022-05-07,"Field Sparrow",31
"764",2022-05-07,"Fish Crow",1
"765",2022-05-07,"Gray Catbird",18
"766",2022-05-07,"Great Blue Heron",14
"767",2022-05-07,"Great Crested Flycatcher",11
"768",2022-05-07,"Green Heron",3
"769",2022-05-07,"Hairy Woodpecker",6
"770",2022-05-07,"Hooded Warbler",8
"771",2022-05-07,"House Finch",82
"772",2022-05-07,"House Sparrow",10
"773",2022-05-07,"House Wren",1
"774",2022-05-07,"Indigo Bunting",19
"775",2022-05-07,"Killdeer",1
"776",2022-05-07,"Magnolia Warbler",20
"777",2022-05-07,"Mallard",14
"778",2022-05-07,"Mourning Dove",79
"779",2022-05-07,"Nashville Warbler",2
"780",2022-05-07,"Northern Bobwhite",4
"781",2022-05-07,"Northern Cardinal",98
"782",2022-05-07,"Northern Flicker",4
"783",2022-05-07,"Northern Mockingbird",48
"784",2022-05-07,"Northern Parula",18
"785",2022-05-07,"Northern Rough-winged Swallow",34
"786",2022-05-07,"Northern Waterthrush",1
"787",2022-05-07,"Orchard Oriole",8
"788",2022-05-07,"Osprey",6
"789",2022-05-07,"Ovenbird",5
"790",2022-05-07,"Palm Warbler",4
"791",2022-05-07,"Philadelphia Vireo",1
"792",2022-05-07,"Pileated Woodpecker",2
"793",2022-05-07,"Pine Warbler",7
"794",2022-05-07,"Prothonotary Warbler",9
"795",2022-05-07,"Purple Martin",12
"796",2022-05-07,"Red-bellied Woodpecker",27
"797",2022-05-07,"Red-eyed Vireo",42
"798",2022-05-07,"Red-headed Woodpecker",1
"799",2022-05-07,"Red-shouldered Hawk",7
"800",2022-05-07,"Red-tailed Hawk",10
"801",2022-05-07,"Red-winged Blackbird",115
"802",2022-05-07,"Rock Pigeon",21
"803",2022-05-07,"Rose-breasted Grosbeak",4
"804",2022-05-07,"Ruby-crowned Kinglet",3
"805",2022-05-07,"Ruby-throated Hummingbird",5
"806",2022-05-07,"Savannah Sparrow",8
"807",2022-05-07,"Scarlet Tanager",10
"808",2022-05-07,"Solitary Sandpiper",1
"809",2022-05-07,"Song Sparrow",27
"810",2022-05-07,"Summer Tanager",4
"811",2022-05-07,"Swainson's Thrush",24
"812",2022-05-07,"Tennessee Warbler",13
"813",2022-05-07,"Tree Swallow",42
"814",2022-05-07,"Tufted Titmouse",30
"815",2022-05-07,"Turkey Vulture",16
"816",2022-05-07,"Veery",5
"817",2022-05-07,"Warbling Vireo",2
"818",2022-05-07,"White-breasted Nuthatch",16
"819",2022-05-07,"White-crowned Sparrow",1
"820",2022-05-07,"White-eyed Vireo",5
"821",2022-05-07,"Willow Flycatcher",1
"822",2022-05-07,"Wood Duck",9
"823",2022-05-07,"Wood Thrush",11
"824",2022-05-07,"Worm-eating Warbler",2
"825",2022-05-07,"Yellow Warbler",6
"826",2022-05-07,"Yellow-billed Cuckoo",4
"827",2022-05-07,"Yellow-breasted Chat",10
"828",2022-05-07,"Yellow-rumped Warbler",7
"829",2022-05-07,"Yellow-throated Vireo",1
"830",2022-05-07,"Yellow-throated Warbler",2
"831",2022-05-08,"Acadian Flycatcher",4
"832",2022-05-08,"American Crow",NA
"833",2022-05-08,"American Goldfinch",NA
"834",2022-05-08,"American Kestrel",1
"835",2022-05-08,"American Redstart",NA
"836",2022-05-08,"American Robin",NA
"837",2022-05-08,"Bank Swallow",2
"838",2022-05-08,"Barn Swallow",NA
"839",2022-05-08,"Bay-breasted Warbler",NA
"840",2022-05-08,"Belted Kingfisher",2
"841",2022-05-08,"Black Vulture",NA
"842",2022-05-08,"Black-and-white Warbler",15
"843",2022-05-08,"Black-throated Blue Warbler",6
"844",2022-05-08,"Black-throated Green Warbler",13
"845",2022-05-08,"Blackburnian Warbler",5
"846",2022-05-08,"Blackpoll Warbler",7
"847",2022-05-08,"Blue Grosbeak",NA
"848",2022-05-08,"Blue Jay",NA
"849",2022-05-08,"Blue-gray Gnatcatcher",29
"850",2022-05-08,"Blue-headed Vireo",2
"851",2022-05-08,"Blue-winged Teal",2
"852",2022-05-08,"Bobolink",88
"853",2022-05-08,"Broad-winged Hawk",2
"854",2022-05-08,"Brown Thrasher",51
"855",2022-05-08,"Brown-headed Cowbird",NA
"856",2022-05-08,"Canada Goose",NA
"857",2022-05-08,"Cape May Warbler",16
"858",2022-05-08,"Carolina Chickadee",NA
"859",2022-05-08,"Carolina Wren",NA
"860",2022-05-08,"Cedar Waxwing",NA
"861",2022-05-08,"Chestnut-sided Warbler",15
"862",2022-05-08,"Chimney Swift",NA
"863",2022-05-08,"Chipping Sparrow",12
"864",2022-05-08,"Cliff Swallow",NA
"865",2022-05-08,"Common Grackle",NA
"866",2022-05-08,"Common Yellowthroat",NA
"867",2022-05-08,"Cooper's Hawk",4
"868",2022-05-08,"Dickcissel",7
"869",2022-05-08,"Double-crested Cormorant",NA
"870",2022-05-08,"Downy Woodpecker",NA
"871",2022-05-08,"Eastern Bluebird",NA
"872",2022-05-08,"Eastern Kingbird",36
"873",2022-05-08,"Eastern Meadowlark",NA
"874",2022-05-08,"Eastern Phoebe",14
"875",2022-05-08,"Eastern Towhee",NA
"876",2022-05-08,"Eastern Wood-Pewee",11
"877",2022-05-08,"European Starling",NA
"878",2022-05-08,"Field Sparrow",NA
"879",2022-05-08,"Fish Crow",2
"880",2022-05-08,"Gray Catbird",24
"881",2022-05-08,"Gray-cheeked Thrush",1
"882",2022-05-08,"Great Blue Heron",17
"883",2022-05-08,"Great Crested Flycatcher",11
"884",2022-05-08,"Green Heron",5
"885",2022-05-08,"Hairy Woodpecker",6
"886",2022-05-08,"Hooded Warbler",7
"887",2022-05-08,"House Finch",NA
"888",2022-05-08,"House Sparrow",4
"889",2022-05-08,"House Wren",7
"890",2022-05-08,"Indigo Bunting",NA
"891",2022-05-08,"Kentucky Warbler",4
"892",2022-05-08,"Killdeer",5
"893",2022-05-08,"Magnolia Warbler",29
"894",2022-05-08,"Mallard",NA
"895",2022-05-08,"Mourning Dove",NA
"896",2022-05-08,"Northern Bobwhite",NA
"897",2022-05-08,"Northern Cardinal",NA
"898",2022-05-08,"Northern Flicker",5
"899",2022-05-08,"Northern Mockingbird",NA
"900",2022-05-08,"Northern Parula",39
"901",2022-05-08,"Northern Rough-winged Swallow",NA
"902",2022-05-08,"Northern Waterthrush",1
"903",2022-05-08,"Orchard Oriole",NA
"904",2022-05-08,"Osprey",17
"905",2022-05-08,"Ovenbird",2
"906",2022-05-08,"Palm Warbler",6
"907",2022-05-08,"Philadelphia Vireo",1
"908",2022-05-08,"Pileated Woodpecker",8
"909",2022-05-08,"Pine Warbler",8
"910",2022-05-08,"Prairie Warbler",NA
"911",2022-05-08,"Prothonotary Warbler",NA
"912",2022-05-08,"Purple Martin",27
"913",2022-05-08,"Red-bellied Woodpecker",NA
"914",2022-05-08,"Red-breasted Nuthatch",1
"915",2022-05-08,"Red-eyed Vireo",53
"916",2022-05-08,"Red-headed Woodpecker",1
"917",2022-05-08,"Red-shouldered Hawk",4
"918",2022-05-08,"Red-tailed Hawk",11
"919",2022-05-08,"Red-winged Blackbird",NA
"920",2022-05-08,"Rock Pigeon",22
"921",2022-05-08,"Rose-breasted Grosbeak",3
"922",2022-05-08,"Ruby-throated Hummingbird",9
"923",2022-05-08,"Savannah Sparrow",5
"924",2022-05-08,"Scarlet Tanager",15
"925",2022-05-08,"Solitary Sandpiper",2
"926",2022-05-08,"Song Sparrow",NA
"927",2022-05-08,"Spotted Sandpiper",2
"928",2022-05-08,"Summer Tanager",4
"929",2022-05-08,"Swainson's Thrush",30
"930",2022-05-08,"Tennessee Warbler",11
"931",2022-05-08,"Tree Swallow",147
"932",2022-05-08,"Tufted Titmouse",NA
"933",2022-05-08,"Turkey Vulture",NA
"934",2022-05-08,"Veery",1
"935",2022-05-08,"White-breasted Nuthatch",21
"936",2022-05-08,"White-crowned Sparrow",5
"937",2022-05-08,"White-eyed Vireo",NA
"938",2022-05-08,"White-throated Sparrow",NA
"939",2022-05-08,"Wild Turkey",2
"940",2022-05-08,"Willow Flycatcher",1
"941",2022-05-08,"Wood Duck",11
"942",2022-05-08,"Wood Thrush",12
"943",2022-05-08,"Yellow Warbler",2
"944",2022-05-08,"Yellow-billed Cuckoo",NA
"945",2022-05-08,"Yellow-breasted Chat",NA
"946",2022-05-08,"Yellow-rumped Warbler",14
"947",2022-05-08,"Yellow-throated Vireo",3
"948",2022-05-08,"Yellow-throated Warbler",1
"949",2022-05-09,"Acadian Flycatcher",7
"950",2022-05-09,"American Crow",48
"951",2022-05-09,"American Goldfinch",24
"952",2022-05-09,"American Redstart",9
"953",2022-05-09,"American Robin",157
"954",2022-05-09,"Bald Eagle",2
"955",2022-05-09,"Baltimore Oriole",2
"956",2022-05-09,"Barn Swallow",30
"957",2022-05-09,"Bay-breasted Warbler",14
"958",2022-05-09,"Belted Kingfisher",1
"959",2022-05-09,"Black Vulture",19
"960",2022-05-09,"Black-and-white Warbler",6
"961",2022-05-09,"Black-throated Blue Warbler",3
"962",2022-05-09,"Black-throated Green Warbler",8
"963",2022-05-09,"Blackburnian Warbler",5
"964",2022-05-09,"Blackpoll Warbler",20
"965",2022-05-09,"Blue Grosbeak",4
"966",2022-05-09,"Blue Jay",NA
"967",2022-05-09,"Blue-gray Gnatcatcher",25
"968",2022-05-09,"Blue-winged Teal",3
"969",2022-05-09,"Bobolink",47
"970",2022-05-09,"Brown Thrasher",47
"971",2022-05-09,"Brown-headed Cowbird",44
"972",2022-05-09,"Canada Goose",94
"973",2022-05-09,"Cape May Warbler",16
"974",2022-05-09,"Carolina Chickadee",81
"975",2022-05-09,"Carolina Wren",103
"976",2022-05-09,"Cedar Waxwing",44
"977",2022-05-09,"Chestnut-sided Warbler",8
"978",2022-05-09,"Chimney Swift",61
"979",2022-05-09,"Chipping Sparrow",NA
"980",2022-05-09,"Cliff Swallow",80
"981",2022-05-09,"Common Grackle",40
"982",2022-05-09,"Common Nighthawk",3
"983",2022-05-09,"Common Yellowthroat",19
"984",2022-05-09,"Cooper's Hawk",1
"985",2022-05-09,"Dickcissel",14
"986",2022-05-09,"Double-crested Cormorant",13
"987",2022-05-09,"Downy Woodpecker",24
"988",2022-05-09,"Eastern Bluebird",42
"989",2022-05-09,"Eastern Kingbird",35
"990",2022-05-09,"Eastern Meadowlark",NA
"991",2022-05-09,"Eastern Phoebe",12
"992",2022-05-09,"Eastern Towhee",60
"993",2022-05-09,"Eastern Wood-Pewee",20
"994",2022-05-09,"European Starling",NA
"995",2022-05-09,"Field Sparrow",57
"996",2022-05-09,"Fish Crow",3
"997",2022-05-09,"Gray Catbird",21
"998",2022-05-09,"Great Blue Heron",17
"999",2022-05-09,"Great Crested Flycatcher",12
"1000",2022-05-09,"Great Egret",1
"1001",2022-05-09,"Green Heron",1
"1002",2022-05-09,"Hairy Woodpecker",9
"1003",2022-05-09,"Hooded Warbler",11
"1004",2022-05-09,"House Finch",86
"1005",2022-05-09,"House Sparrow",2
"1006",2022-05-09,"House Wren",4
"1007",2022-05-09,"Indigo Bunting",33
"1008",2022-05-09,"Kentucky Warbler",2
"1009",2022-05-09,"Killdeer",6
"1010",2022-05-09,"Magnolia Warbler",20
"1011",2022-05-09,"Mallard",19
"1012",2022-05-09,"Mourning Dove",82
"1013",2022-05-09,"Nashville Warbler",3
"1014",2022-05-09,"Northern Bobwhite",3
"1015",2022-05-09,"Northern Cardinal",179
"1016",2022-05-09,"Northern Flicker",8
"1017",2022-05-09,"Northern Mockingbird",74
"1018",2022-05-09,"Northern Parula",12
"1019",2022-05-09,"Northern Rough-winged Swallow",21
"1020",2022-05-09,"Northern Waterthrush",2
"1021",2022-05-09,"Orchard Oriole",18
"1022",2022-05-09,"Osprey",7
"1023",2022-05-09,"Ovenbird",5
"1024",2022-05-09,"Palm Warbler",2
"1025",2022-05-09,"Philadelphia Vireo",2
"1026",2022-05-09,"Pileated Woodpecker",8
"1027",2022-05-09,"Pine Warbler",7
"1028",2022-05-09,"Prairie Warbler",1
"1029",2022-05-09,"Prothonotary Warbler",12
"1030",2022-05-09,"Purple Martin",12
"1031",2022-05-09,"Red-bellied Woodpecker",64
"1032",2022-05-09,"Red-eyed Vireo",74
"1033",2022-05-09,"Red-shouldered Hawk",7
"1034",2022-05-09,"Red-tailed Hawk",9
"1035",2022-05-09,"Red-winged Blackbird",107
"1036",2022-05-09,"Rock Pigeon",34
"1037",2022-05-09,"Rose-breasted Grosbeak",5
"1038",2022-05-09,"Ruby-throated Hummingbird",7
"1039",2022-05-09,"Savannah Sparrow",4
"1040",2022-05-09,"Scarlet Tanager",16
"1041",2022-05-09,"Solitary Sandpiper",3
"1042",2022-05-09,"Song Sparrow",NA
"1043",2022-05-09,"Spotted Sandpiper",2
"1044",2022-05-09,"Summer Tanager",3
"1045",2022-05-09,"Swainson's Thrush",41
"1046",2022-05-09,"Tennessee Warbler",6
"1047",2022-05-09,"Tree Swallow",40
"1048",2022-05-09,"Tufted Titmouse",83
"1049",2022-05-09,"Turkey Vulture",18
"1050",2022-05-09,"Veery",NA
"1051",2022-05-09,"White-breasted Nuthatch",15
"1052",2022-05-09,"White-eyed Vireo",8
"1053",2022-05-09,"Willow Flycatcher",4
"1054",2022-05-09,"Wood Duck",27
"1055",2022-05-09,"Wood Thrush",28
"1056",2022-05-09,"Yellow Warbler",4
"1057",2022-05-09,"Yellow-billed Cuckoo",10
"1058",2022-05-09,"Yellow-breasted Chat",12
"1059",2022-05-09,"Yellow-rumped Warbler",4
"1060",2022-05-09,"Yellow-throated Vireo",5
"1061",2022-05-10,"Acadian Flycatcher",8
"1062",2022-05-10,"American Crow",33
"1063",2022-05-10,"American Goldfinch",21
"1064",2022-05-10,"American Kestrel",1
"1065",2022-05-10,"American Redstart",2
"1066",2022-05-10,"American Robin",119
"1067",2022-05-10,"American Woodcock",2
"1068",2022-05-10,"Baltimore Oriole",1
"1069",2022-05-10,"Barn Swallow",18
"1070",2022-05-10,"Barred Owl",1
"1071",2022-05-10,"Belted Kingfisher",1
"1072",2022-05-10,"Black Vulture",15
"1073",2022-05-10,"Black-and-white Warbler",1
"1074",2022-05-10,"Blackpoll Warbler",4
"1075",2022-05-10,"Blue Grosbeak",6
"1076",2022-05-10,"Blue Jay",54
"1077",2022-05-10,"Blue-gray Gnatcatcher",16
"1078",2022-05-10,"Blue-headed Vireo",2
"1079",2022-05-10,"Broad-winged Hawk",2
"1080",2022-05-10,"Brown Thrasher",22
"1081",2022-05-10,"Brown-headed Cowbird",14
"1082",2022-05-10,"Brown-headed Nuthatch",2
"1083",2022-05-10,"Canada Goose",NA
"1084",2022-05-10,"Canada Warbler",1
"1085",2022-05-10,"Cape May Warbler",NA
"1086",2022-05-10,"Carolina Chickadee",55
"1087",2022-05-10,"Carolina Wren",50
"1088",2022-05-10,"Cedar Waxwing",22
"1089",2022-05-10,"Cerulean Warbler",4
"1090",2022-05-10,"Chestnut-sided Warbler",2
"1091",2022-05-10,"Chimney Swift",18
"1092",2022-05-10,"Chipping Sparrow",9
"1093",2022-05-10,"Chuck-will's-widow",5
"1094",2022-05-10,"Common Grackle",32
"1095",2022-05-10,"Common Yellowthroat",7
"1096",2022-05-10,"Cooper's Hawk",2
"1097",2022-05-10,"Dickcissel",11
"1098",2022-05-10,"Double-crested Cormorant",6
"1099",2022-05-10,"Downy Woodpecker",21
"1100",2022-05-10,"Eastern Bluebird",37
"1101",2022-05-10,"Eastern Kingbird",15
"1102",2022-05-10,"Eastern Meadowlark",41
"1103",2022-05-10,"Eastern Phoebe",9
"1104",2022-05-10,"Eastern Towhee",39
"1105",2022-05-10,"Eastern Wood-Pewee",3
"1106",2022-05-10,"European Starling",44
"1107",2022-05-10,"Field Sparrow",26
"1108",2022-05-10,"Gray Catbird",8
"1109",2022-05-10,"Great Blue Heron",5
"1110",2022-05-10,"Great Crested Flycatcher",8
"1111",2022-05-10,"Great Horned Owl",2
"1112",2022-05-10,"Green Heron",1
"1113",2022-05-10,"Hooded Warbler",5
"1114",2022-05-10,"House Finch",51
"1115",2022-05-10,"House Sparrow",7
"1116",2022-05-10,"House Wren",4
"1117",2022-05-10,"Indigo Bunting",20
"1118",2022-05-10,"Kentucky Warbler",2
"1119",2022-05-10,"Killdeer",6
"1120",2022-05-10,"Magnolia Warbler",2
"1121",2022-05-10,"Mallard",27
"1122",2022-05-10,"Mourning Dove",51
"1123",2022-05-10,"Northern Bobwhite",8
"1124",2022-05-10,"Northern Cardinal",114
"1125",2022-05-10,"Northern Flicker",5
"1126",2022-05-10,"Northern Mockingbird",51
"1127",2022-05-10,"Northern Parula",2
"1128",2022-05-10,"Northern Rough-winged Swallow",10
"1129",2022-05-10,"Orchard Oriole",3
"1130",2022-05-10,"Osprey",6
"1131",2022-05-10,"Philadelphia Vireo",1
"1132",2022-05-10,"Pileated Woodpecker",5
"1133",2022-05-10,"Pine Warbler",6
"1134",2022-05-10,"Prothonotary Warbler",1
"1135",2022-05-10,"Purple Martin",4
"1136",2022-05-10,"Red-bellied Woodpecker",37
"1137",2022-05-10,"Red-eyed Vireo",26
"1138",2022-05-10,"Red-shouldered Hawk",5
"1139",2022-05-10,"Red-tailed Hawk",5
"1140",2022-05-10,"Red-winged Blackbird",NA
"1141",2022-05-10,"Rock Pigeon",10
"1142",2022-05-10,"Rose-breasted Grosbeak",1
"1143",2022-05-10,"Ruby-throated Hummingbird",3
"1144",2022-05-10,"Savannah Sparrow",1
"1145",2022-05-10,"Scarlet Tanager",NA
"1146",2022-05-10,"Solitary Sandpiper",1
"1147",2022-05-10,"Song Sparrow",25
"1148",2022-05-10,"Spotted Sandpiper",1
"1149",2022-05-10,"Summer Tanager",5
"1150",2022-05-10,"Swainson's Thrush",20
"1151",2022-05-10,"Tennessee Warbler",NA
"1152",2022-05-10,"Tree Swallow",32
"1153",2022-05-10,"Tufted Titmouse",46
"1154",2022-05-10,"Turkey Vulture",8
"1155",2022-05-10,"White-breasted Nuthatch",7
"1156",2022-05-10,"White-eyed Vireo",3
"1157",2022-05-10,"Willow Flycatcher",1
"1158",2022-05-10,"Wood Duck",3
"1159",2022-05-10,"Wood Thrush",15
"1160",2022-05-10,"Yellow-breasted Chat",5
"1161",2022-05-10,"Yellow-rumped Warbler",3
"1162",2022-05-10,"Yellow-throated Vireo",1
"1163",2022-05-10,"Yellow-throated Warbler",1
"1164",2022-05-11,"Acadian Flycatcher",3
"1165",2022-05-11,"American Crow",39
"1166",2022-05-11,"American Goldfinch",11
"1167",2022-05-11,"American Redstart",3
